"species","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","year"
"Oncorhynchus kisutch",-122.264708,49.074256,13,2025
"Oncorhynchus kisutch",-122.590072,46.603231,NA,2025
"Oncorhynchus kisutch",-122.263747,49.073978,15,2025
"Oncorhynchus kisutch",-122.263053,49.070939,3,2025
"Oncorhynchus kisutch",-122.737105,46.609424,NA,2025
"Oncorhynchus kisutch",-122.739617,46.609418,NA,2025
"Oncorhynchus kisutch",-123.572205,48.462772,4,2025
"Oncorhynchus kisutch",-122.976681,47.085496,2093,2025
"Oncorhynchus kisutch",-123.197336,45.470803,4,2025
"Oncorhynchus kisutch",-122.263292,49.071583,173,2025
"Oncorhynchus kisutch",-122.263895,49.074078,6,2025
"Oncorhynchus kisutch",-122.740824,46.609184,NA,2025
"Oncorhynchus kisutch",-122.262475,49.072553,35,2025
"Oncorhynchus kisutch",-122.708601,38.001351,185,2024
"Oncorhynchus kisutch",-123.790799,45.108916,25,2024
"Oncorhynchus kisutch",-122.709203,38.000907,NA,2024
"Oncorhynchus kisutch",-123.789779,45.1084,25,2024
"Oncorhynchus kisutch",-122.708393,38.000719,165,2024
"Oncorhynchus kisutch",-122.725145,38.035228,200,2024
"Oncorhynchus kisutch",-122.659042,38.012285,41,2024
"Oncorhynchus kisutch",-122.720938,38.016337,10,2024
"Oncorhynchus kisutch",-122.708683,38.004221,24,2024
"Oncorhynchus kisutch",-122.732216,38.018095,161,2024
"Oncorhynchus kisutch",-123.974131,49.206368,108,2024
"Oncorhynchus kisutch",-122.663068,38.012735,NA,2024
"Oncorhynchus kisutch",-124.147156,40.703519,NA,2024
"Oncorhynchus kisutch",-122.709052,38.004607,NA,2024
"Oncorhynchus kisutch",-124.145244,43.427211,100,2024
"Oncorhynchus kisutch",-124.144302,43.426899,2,2024
"Oncorhynchus kisutch",-124.144688,43.426947,126,2024
"Oncorhynchus kisutch",-123.8003,44.021386,25,2024
"Oncorhynchus kisutch",-123.661669,43.985942,25,2024
"Oncorhynchus kisutch",-123.869451,45.117597,25,2024
"Oncorhynchus kisutch",-123.79355,45.111248,25,2024
"Oncorhynchus kisutch",-123.661614,43.986058,13,2024
"Oncorhynchus kisutch",-123.751997,45.547986,25,2024
"Oncorhynchus kisutch",-123.661789,43.985929,9,2024
"Oncorhynchus kisutch",-123.752024,45.547861,25,2024
"Oncorhynchus kisutch",-123.793513,45.111145,25,2024
"Oncorhynchus kisutch",-123.793563,45.110877,25,2024
"Oncorhynchus kisutch",-123.79344,45.110463,25,2024
"Oncorhynchus kisutch",-123.752036,45.54786,25,2024
"Oncorhynchus kisutch",-123.79357,45.111406,25,2024
"Oncorhynchus kisutch",-123.869805,45.117475,25,2024
"Oncorhynchus kisutch",-123.752082,45.547707,25,2024
"Oncorhynchus kisutch",-123.793546,45.110952,25,2024
"Oncorhynchus kisutch",-123.793095,45.110106,25,2024
"Oncorhynchus kisutch",-123.752031,45.548162,25,2024
"Oncorhynchus kisutch",-123.793519,45.110798,25,2024
"Oncorhynchus kisutch",-123.827062,45.108524,25,2024
"Oncorhynchus kisutch",-123.793524,45.11077,25,2024
"Oncorhynchus kisutch",-123.827086,45.10822,25,2024
"Oncorhynchus kisutch",-123.827288,45.108252,25,2024
"Oncorhynchus kisutch",-123.826944,45.108179,25,2024
"Oncorhynchus kisutch",-123.827681,45.108321,25,2024
"Oncorhynchus kisutch",-123.827536,45.108317,25,2024
"Oncorhynchus kisutch",-123.827377,45.108248,25,2024
"Oncorhynchus kisutch",-123.827143,45.108211,25,2024
"Oncorhynchus kisutch",-123.827081,45.108191,25,2024
"Oncorhynchus kisutch",-123.869,45.117707,25,2024
"Oncorhynchus kisutch",-123.79332,45.110323,25,2024
"Oncorhynchus kisutch",-123.827267,45.108188,25,2024
"Oncorhynchus kisutch",-123.827352,45.108265,25,2024
"Oncorhynchus kisutch",-123.869473,45.117585,25,2024
"Oncorhynchus kisutch",-123.793493,45.110428,25,2024
"Oncorhynchus kisutch",-123.870095,45.117414,4,2024
"Oncorhynchus kisutch",-123.827384,45.108207,25,2024
"Oncorhynchus kisutch",-123.827149,45.108132,25,2024
"Oncorhynchus kisutch",-123.827481,45.108226,25,2024
"Oncorhynchus kisutch",-123.826925,45.108187,25,2024
"Oncorhynchus kisutch",-123.901869,43.989433,25,2024
"Oncorhynchus kisutch",-123.901631,43.989875,25,2024
"Oncorhynchus kisutch",-123.902136,43.989049,25,2024
"Oncorhynchus kisutch",-123.901463,43.989879,25,2024
"Oncorhynchus kisutch",-123.902132,43.989072,25,2024
"Oncorhynchus kisutch",-124.989005,48.890062,15,2024
"Oncorhynchus kisutch",-123.905522,43.975932,25,2024
"Oncorhynchus kisutch",-123.905925,43.975637,25,2024
"Oncorhynchus kisutch",-123.849633,46.177378,72,2024
"Oncorhynchus kisutch",-123.731832,44.006675,25,2024
"Oncorhynchus kisutch",-123.731658,44.006788,25,2024
"Oncorhynchus kisutch",-123.731727,44.006728,25,2024
"Oncorhynchus kisutch",-123.905656,43.975858,25,2024
"Oncorhynchus kisutch",-123.90516,43.976036,25,2024
"Oncorhynchus kisutch",-123.905408,43.975991,25,2024
"Oncorhynchus kisutch",-123.906046,43.975463,25,2024
"Oncorhynchus kisutch",-123.731713,44.006772,25,2024
"Oncorhynchus kisutch",-123.352264,48.491046,250,2024
"Oncorhynchus kisutch",-123.731599,44.006808,25,2024
"Oncorhynchus kisutch",-123.335268,48.490385,60,2024
"Oncorhynchus kisutch",-123.731925,44.006682,25,2024
"Oncorhynchus kisutch",-123.542944,45.586487,8,2024
"Oncorhynchus kisutch",-122.14289,47.386312,NA,2024
"Oncorhynchus kisutch",-122.567081,44.773612,7,2024
"Oncorhynchus kisutch",-123.395225,48.458272,4,2024
"Oncorhynchus kisutch",-123.395088,48.458203,16,2024
"Oncorhynchus kisutch",-123.395317,48.458167,18,2024
"Oncorhynchus kisutch",-122.567271,44.773614,5,2024
"Oncorhynchus kisutch",-122.568408,49.142604,328,2024
"Oncorhynchus kisutch",-123.546646,47.186526,31,2024
"Oncorhynchus kisutch",-121.672188,48.266067,7,2024
"Oncorhynchus kisutch",-123.128167,45.949988,4,2024
"Oncorhynchus kisutch",-123.129806,45.950436,25,2024
"Oncorhynchus clarkii",-125.646562,50.28502,20,2025
"Oncorhynchus clarkii",-122.26947,47.761036,1841,2025
"Oncorhynchus clarkii",-125.299157,50.03134,158,2025
"Oncorhynchus clarkii",-122.550142,44.448528,4,2025
"Oncorhynchus clarkii",-122.763503,43.955745,2204,2025
"Oncorhynchus clarkii",-124.107201,41.820312,105,2025
"Oncorhynchus clarkii",-124.096589,44.170997,4,2025
"Oncorhynchus clarkii",-122.833062,47.452787,10,2025
"Oncorhynchus clarkii",-122.833755,47.454774,190,2025
"Oncorhynchus clarkii",-123.220334,44.360426,252,2025
"Oncorhynchus clarkii",-122.397425,47.664653,11,2025
"Oncorhynchus clarkii",-122.873833,45.511733,5,2025
"Oncorhynchus clarkii",-122.217095,44.05027,13,2025
"Oncorhynchus clarkii",-122.043886,49.09615,NA,2025
"Oncorhynchus clarkii",-123.449172,48.497038,16,2025
"Oncorhynchus clarkii",-124.082908,40.783987,19,2025
"Oncorhynchus clarkii",-124.053611,43.982788,13,2025
"Oncorhynchus clarkii",-121.960687,49.129631,8,2025
"Oncorhynchus clarkii",-121.960635,49.129643,4,2025
"Oncorhynchus clarkii",-121.969482,49.139239,7,2025
"Oncorhynchus clarkii",-122.916864,44.059409,20,2025
"Oncorhynchus clarkii",-122.916188,44.059791,20,2025
"Oncorhynchus clarkii",-122.916727,44.059417,20,2025
"Oncorhynchus clarkii",-122.91511,44.060247,20,2025
"Oncorhynchus clarkii",-122.673393,49.268138,112,2025
"Oncorhynchus clarkii",-122.976654,47.51424,31,2025
"Oncorhynchus clarkii",-122.738491,49.246251,8795,2025
"Oncorhynchus clarkii",-122.243028,44.131758,5,2025
"Oncorhynchus clarkii",-122.53656,46.67774,NA,2025
"Oncorhynchus clarkii",-124.053422,43.982628,52,2025
"Oncorhynchus clarkii",-123.210262,43.343362,NA,2025
"Oncorhynchus clarkii",-122.858403,49.322214,NA,2025
"Oncorhynchus clarkii",-123.210005,43.341771,NA,2025
"Oncorhynchus clarkii",-123.210047,43.341802,NA,2025
"Oncorhynchus clarkii",-123.210286,43.343363,NA,2025
"Oncorhynchus clarkii",-123.210172,43.341844,NA,2025
"Oncorhynchus clarkii",-122.858314,49.322133,NA,2025
"Oncorhynchus clarkii",-123.209973,43.341763,NA,2025
"Oncorhynchus clarkii",-123.259039,49.375741,13,2025
"Oncorhynchus clarkii",-122.697362,44.376989,25,2025
"Oncorhynchus clarkii",-122.858447,49.322053,NA,2025
"Oncorhynchus clarkii",-122.8584,49.322214,NA,2025
"Oncorhynchus clarkii",-123.693192,48.379667,4,2025
"Oncorhynchus clarkii",-123.394937,48.45755,45,2025
"Oncorhynchus clarkii",-124.0437,41.3026,4,2025
"Oncorhynchus clarkii",-123.704647,48.862467,NA,2025
"Oncorhynchus clarkii",-124.0437,41.302597,4,2025
"Oncorhynchus clarkii",-123.968842,41.847197,65,2025
"Oncorhynchus clarkii",-122.346983,46.003863,4771,2025
"Oncorhynchus clarkii",-124.036392,41.8195,58,2025
"Oncorhynchus clarkii",-123.54123,49.406372,741,2025
"Oncorhynchus clarkii",-122.548329,45.00059,72,2025
"Oncorhynchus clarkii",-122.367705,44.053464,15,2025
"Oncorhynchus clarkii",-122.582253,49.097828,59,2025
"Oncorhynchus clarkii",-122.243805,44.13285,26,2025
"Oncorhynchus clarkii",-121.80175,45.35017,3,2025
"Oncorhynchus clarkii",-122.486646,49.295992,108,2025
"Oncorhynchus clarkii",-123.863412,49.478325,4,2025
"Oncorhynchus clarkii",-121.612053,47.517075,13,2025
"Oncorhynchus clarkii",-122.112975,47.668075,13,2025
"Oncorhynchus clarkii",-122.112983,47.668075,13,2025
"Oncorhynchus clarkii",-121.970712,49.056295,4,2025
"Oncorhynchus clarkii",-122.397628,47.665437,604,2025
"Oncorhynchus clarkii",-123.963325,41.863559,228,2025
"Oncorhynchus clarkii",-122.45292,48.703447,167,2025
"Oncorhynchus clarkii",-123.496768,48.545287,15,2025
"Oncorhynchus clarkii",-122.4076,47.67528,3676,2025
"Oncorhynchus clarkii",-122.453213,48.704787,1333,2025
"Oncorhynchus clarkii",-124.082268,41.805815,74,2025
"Oncorhynchus clarkii",-134.899672,57.070222,4,2025
"Oncorhynchus clarkii",-125.960792,50.89282,4,2025
"Oncorhynchus clarkii",-125.779846,49.36293,19,2025
"Oncorhynchus clarkii",-122.345905,46.008309,3356,2025
"Oncorhynchus clarkii",-122.070489,47.444675,14,2025
"Oncorhynchus clarkii",-122.619208,43.96465,13,2025
"Oncorhynchus clarkii",-123.801561,48.056286,NA,2025
"Oncorhynchus clarkii",-123.800025,48.057231,NA,2025
"Oncorhynchus clarkii",-122.086531,47.754723,322,2025
"Oncorhynchus clarkii",-122.16193,47.605278,274,2025
"Oncorhynchus clarkii",-122.458092,45.63862,NA,2025
"Oncorhynchus clarkii",-125.289216,50.132116,2147,2025
"Oncorhynchus clarkii",-124.201583,44.663117,4,2025
"Oncorhynchus clarkii",-124.069861,41.390403,10,2025
"Oncorhynchus clarkii",-128.077239,52.433108,13,2025
"Oncorhynchus clarkii",-122.956327,44.024692,20,2025
"Oncorhynchus clarkii",-123.553162,48.483067,9,2025
"Oncorhynchus clarkii",-122.019386,46.065431,3485,2025
"Oncorhynchus clarkii",-123.439055,48.121886,3,2025
"Oncorhynchus clarkii",-131.794555,54.078472,32,2025
"Oncorhynchus clarkii",-124.297967,49.085125,4,2025
"Oncorhynchus clarkii",-121.417945,49.50952,207,2025
"Oncorhynchus clarkii",-123.96892,41.8479,4,2025
"Oncorhynchus clarkii",-122.356108,47.652895,9,2025
"Oncorhynchus clarkii",-123.968955,41.8479,4,2025
"Oncorhynchus clarkii",-122.610976,44.1368,99,2025
"Oncorhynchus clarkii",-122.043769,49.096256,7,2025
"Oncorhynchus clarkii",-121.86663,45.292233,43,2025
"Oncorhynchus clarkii",-123.96892,41.847897,9,2025
"Oncorhynchus clarkii",-125.318851,49.738697,8,2025
"Oncorhynchus clarkii",-123.968803,41.847788,8,2025
"Oncorhynchus clarkii",-122.111246,47.578594,126,2025
"Oncorhynchus clarkii",-122.956367,44.02472,20,2025
"Oncorhynchus clarkii",-122.610275,44.13612,4,2025
"Oncorhynchus clarkii",-122.610897,44.136845,99,2025
"Oncorhynchus clarkii",-122.956363,44.024684,20,2025
"Oncorhynchus clarkii",-123.78927,48.087203,3,2025
"Oncorhynchus clarkii",-122.4818,44.404,75,2025
"Oncorhynchus clarkii",-122.22428,47.878213,4,2025
"Oncorhynchus clarkii",-123.789437,48.08637,4,2025
"Oncorhynchus clarkii",-123.029204,44.047628,99,2025
"Oncorhynchus clarkii",-122.609962,44.136756,99,2025
"Oncorhynchus clarkii",-122.610283,44.136125,4,2025
"Oncorhynchus clarkii",-123.968912,41.84787,4,2025
"Oncorhynchus clarkii",-122.121343,46.031682,2320,2025
"Oncorhynchus clarkii",-122.120449,46.033705,2004,2025
"Oncorhynchus clarkii",-123.968903,41.847897,2,2025
"Oncorhynchus clarkii",-122.610845,44.136302,99,2025
"Oncorhynchus clarkii",-121.439895,48.025506,3,2025
"Oncorhynchus clarkii",-123.643313,42.15061,1545,2025
"Oncorhynchus clarkii",-122.181288,47.566565,336,2025
"Oncorhynchus clarkii",-125.876184,49.826401,NA,2025
"Oncorhynchus clarkii",-123.759533,41.910577,2732,2025
"Oncorhynchus clarkii",-125.876092,49.826555,NA,2025
"Oncorhynchus clarkii",-124.096878,48.066089,18,2025
"Oncorhynchus clarkii",-125.876228,49.82641,NA,2025
"Oncorhynchus clarkii",-122.012255,46.070539,2243,2025
"Oncorhynchus clarkii",-122.29363,46.056568,2033,2025
"Oncorhynchus clarkii",-122.039506,49.009308,19,2025
"Oncorhynchus clarkii",-122.610047,44.856003,4,2025
"Oncorhynchus clarkii",-122.14705,47.469917,3,2025
"Oncorhynchus clarkii",-123.78817,48.051442,6,2025
"Oncorhynchus clarkii",-122.241629,47.754345,39,2025
"Oncorhynchus clarkii",-121.948288,44.61375,8,2025
"Oncorhynchus clarkii",-121.885925,49.079739,NA,2025
"Oncorhynchus clarkii",-122.294362,46.056879,1913,2025
"Oncorhynchus clarkii",-124.196625,42.11852,14,2025
"Oncorhynchus clarkii",-128.6622,54.521228,14,2025
"Oncorhynchus clarkii",-122.359944,46.017447,4140,2025
"Oncorhynchus clarkii",-122.233454,46.055508,3757,2025
"Oncorhynchus clarkii",-125.313322,49.735954,4,2025
"Oncorhynchus clarkii",-127.259803,50.605355,4,2025
"Oncorhynchus clarkii",-123.979762,41.741315,175,2025
"Oncorhynchus clarkii",-123.973449,45.775377,67,2025
"Oncorhynchus clarkii",-122.347767,46.030603,6551,2025
"Oncorhynchus clarkii",-124.099848,44.280512,104,2025
"Oncorhynchus clarkii",-134.555647,58.403293,NA,2025
"Oncorhynchus clarkii",-122.295707,46.056707,5595,2025
"Oncorhynchus clarkii",-122.729625,45.527379,68,2025
"Oncorhynchus clarkii",-122.293726,46.058523,1420,2025
"Oncorhynchus clarkii",-123.020006,44.074902,79,2025
"Oncorhynchus clarkii",-122.610008,44.856013,12,2025
"Oncorhynchus clarkii",-125.053762,49.674995,244,2025
"Oncorhynchus clarkii",-131.45361,55.540225,710,2025
"Oncorhynchus clarkii",-132.821455,56.612476,168,2025
"Oncorhynchus clarkii",-125.05233,49.679176,244,2025
"Oncorhynchus clarkii",-122.481772,47.478305,4,2025
"Oncorhynchus clarkii",-123.595638,45.558689,4,2025
"Oncorhynchus clarkii",-123.036025,44.097656,4,2025
"Oncorhynchus clarkii",-122.239332,46.049851,1562,2025
"Oncorhynchus clarkii",-122.314045,46.052559,4041,2025
"Oncorhynchus clarkii",-124.061762,41.402396,8,2025
"Oncorhynchus clarkii",-132.339295,56.341872,13,2025
"Oncorhynchus clarkii",-122.417304,44.757231,3,2025
"Oncorhynchus clarkii",-125.05335,49.675769,244,2025
"Oncorhynchus clarkii",-122.237475,46.047587,6718,2025
"Oncorhynchus clarkii",-125.315184,49.738327,2,2025
"Oncorhynchus clarkii",-121.426132,47.445614,NA,2025
"Oncorhynchus clarkii",-125.771912,52.274689,24,2025
"Oncorhynchus clarkii",-123.880851,49.119654,615,2025
"Oncorhynchus clarkii",-122.293604,46.056805,2721,2025
"Oncorhynchus clarkii",-122.294487,46.056868,64,2025
"Oncorhynchus clarkii",-122.293902,46.059314,3605,2025
"Oncorhynchus clarkii",-123.1827,49.370179,4,2025
"Oncorhynchus clarkii",-127.281108,50.614988,488,2025
"Oncorhynchus clarkii",-124.39865,48.559319,5,2025
"Oncorhynchus clarkii",-124.399772,48.559456,4,2025
"Oncorhynchus clarkii",-124.398542,48.559372,4,2025
"Oncorhynchus clarkii",-127.416039,50.691469,NA,2025
"Oncorhynchus clarkii",-122.694704,44.095531,24,2025
"Oncorhynchus clarkii",-122.159569,47.545137,22,2025
"Oncorhynchus clarkii",-122.565775,49.271424,NA,2025
"Oncorhynchus clarkii",-122.565303,49.271409,71,2025
"Oncorhynchus clarkii",-122.832785,47.576008,370,2025
"Oncorhynchus clarkii",-122.565733,49.271422,NA,2025
"Oncorhynchus clarkii",-124.1872,43.318651,100,2025
"Oncorhynchus clarkii",-125.131102,49.867902,32,2025
"Oncorhynchus clarkii",-125.147919,49.867287,4,2025
"Oncorhynchus clarkii",-122.781983,44.066354,31,2025
"Oncorhynchus clarkii",-122.556249,45.955329,107,2025
"Oncorhynchus clarkii",-122.06425,47.560658,60,2025
"Oncorhynchus clarkii",-122.063987,47.561488,47,2025
"Oncorhynchus clarkii",-123.895006,45.716864,NA,2025
"Oncorhynchus clarkii",-122.317255,47.374326,10,2025
"Oncorhynchus clarkii",-122.064638,47.561728,58,2025
"Oncorhynchus clarkii",-122.975913,47.086068,2902,2025
"Oncorhynchus clarkii",-122.97961,47.085076,2840,2025
"Oncorhynchus clarkii",-122.180875,47.564514,3767,2025
"Oncorhynchus clarkii",-122.980695,47.082955,1569,2025
"Oncorhynchus clarkii",-122.977028,47.084882,2942,2025
"Oncorhynchus clarkii",-122.274055,47.697517,1826,2025
"Oncorhynchus clarkii",-122.062336,47.539466,39,2025
"Oncorhynchus clarkii",-122.177095,47.565026,850,2025
"Oncorhynchus clarkii",-122.979002,47.083606,2575,2025
"Oncorhynchus clarkii",-122.976055,47.085973,3301,2025
"Oncorhynchus clarkii",-123.808412,45.131283,4,2025
"Oncorhynchus clarkii",-122.566545,49.322712,12,2025
"Oncorhynchus clarkii",-123.808403,45.131292,6,2025
"Oncorhynchus clarkii",-123.052119,44.114523,575,2025
"Oncorhynchus clarkii",-123.808403,45.131247,4,2025
"Oncorhynchus clarkii",-122.191463,46.068332,3047,2025
"Oncorhynchus clarkii",-123.808372,45.131264,9,2025
"Oncorhynchus clarkii",-123.024475,44.090539,330,2025
"Oncorhynchus clarkii",-123.024484,44.090606,560,2025
"Oncorhynchus clarkii",-122.062943,47.539904,34,2025
"Oncorhynchus clarkii",-122.980786,47.083043,1427,2025
"Oncorhynchus clarkii",-122.978045,47.086954,8351,2025
"Oncorhynchus clarkii",-123.986975,49.642564,NA,2025
"Oncorhynchus clarkii",-122.978375,47.084216,3205,2025
"Oncorhynchus clarkii",-123.901811,43.989622,20,2025
"Oncorhynchus clarkii",-123.808403,45.131275,2,2025
"Oncorhynchus clarkii",-122.587638,49.307475,4,2025
"Oncorhynchus clarkii",-122.350563,49.13697,4,2025
"Oncorhynchus clarkii",-125.501904,50.045349,65,2025
"Oncorhynchus clarkii",-124.084122,40.888205,4,2025
"Oncorhynchus clarkii",-123.668647,43.981103,581,2025
"Oncorhynchus clarkii",-122.978588,47.084963,2392,2025
"Oncorhynchus clarkii",-122.250647,49.082578,4,2025
"Oncorhynchus clarkii",-123.83483,45.50835,4,2025
"Oncorhynchus clarkii",-122.980103,47.08452,2740,2025
"Oncorhynchus clarkii",-122.113419,47.578372,36,2025
"Oncorhynchus clarkii",-122.193458,46.065236,1796,2025
"Oncorhynchus clarkii",-122.195705,46.064117,2929,2025
"Oncorhynchus clarkii",-123.219518,44.36039,252,2024
"Oncorhynchus clarkii",-123.426828,48.587013,4,2024
"Oncorhynchus clarkii",-123.772286,48.911711,1,2024
"Oncorhynchus clarkii",-123.661565,43.985944,25,2024
"Oncorhynchus clarkii",-123.661606,43.98594,25,2024
"Oncorhynchus clarkii",-123.219582,44.360476,252,2024
"Oncorhynchus clarkii",-123.752026,45.547932,25,2024
"Oncorhynchus clarkii",-123.793535,45.110805,25,2024
"Oncorhynchus clarkii",-123.751413,45.548257,25,2024
"Oncorhynchus clarkii",-123.826933,45.108192,25,2024
"Oncorhynchus clarkii",-123.751778,45.548066,25,2024
"Oncorhynchus clarkii",-123.793547,45.110987,25,2024
"Oncorhynchus clarkii",-123.7935,45.110624,25,2024
"Oncorhynchus clarkii",-123.869906,45.117429,6,2024
"Oncorhynchus clarkii",-123.827124,45.108146,25,2024
"Oncorhynchus clarkii",-123.750959,45.548283,25,2024
"Oncorhynchus clarkii",-123.827718,45.108251,25,2024
"Oncorhynchus clarkii",-123.827061,45.108174,25,2024
"Oncorhynchus clarkii",-123.827406,45.108231,25,2024
"Oncorhynchus clarkii",-123.826989,45.108666,25,2024
"Oncorhynchus clarkii",-123.827057,45.108163,25,2024
"Oncorhynchus clarkii",-123.827082,45.108506,25,2024
"Oncorhynchus clarkii",-123.793374,45.110428,25,2024
"Oncorhynchus clarkii",-123.826996,45.108106,25,2024
"Oncorhynchus clarkii",-123.333595,48.497067,5555,2024
"Oncorhynchus clarkii",-124.077185,44.224659,48,2024
"Oncorhynchus clarkii",-123.661556,43.986011,25,2024
"Oncorhynchus clarkii",-123.905944,43.975558,25,2024
"Oncorhynchus clarkii",-123.906858,43.975796,25,2024
"Oncorhynchus clarkii",-123.905585,43.975876,25,2024
"Oncorhynchus clarkii",-122.54474,43.788509,60,2024
"Oncorhynchus clarkii",-122.54383,43.788699,60,2024
"Oncorhynchus clarkii",-122.544604,43.788558,60,2024
"Oncorhynchus clarkii",-122.54388,43.788698,60,2024
"Oncorhynchus clarkii",-122.544407,43.788604,60,2024
"Oncorhynchus clarkii",-122.544073,43.788654,60,2024
"Oncorhynchus clarkii",-122.544068,43.788675,60,2024
"Oncorhynchus clarkii",-122.544631,43.788496,60,2024
"Oncorhynchus clarkii",-122.544219,43.788631,60,2024
"Oncorhynchus clarkii",-123.907141,43.975802,25,2024
"Oncorhynchus clarkii",-122.544062,43.788665,60,2024
"Oncorhynchus clarkii",-122.543989,43.788662,60,2024
"Oncorhynchus clarkii",-122.544363,43.788197,60,2024
"Oncorhynchus clarkii",-122.543863,43.788879,60,2024
"Oncorhynchus clarkii",-122.544121,43.788648,60,2024
"Oncorhynchus clarkii",-124.320294,48.910322,1,2024
"Oncorhynchus clarkii",-123.395212,48.458255,4,2024
"Oncorhynchus clarkii",-124.078477,41.286899,NA,2024
"Oncorhynchus clarkii",-123.394378,48.448925,1414,2024
"Oncorhynchus clarkii",-122.265633,49.074508,24,2024
"Oncorhynchus clarkii",-123.129234,45.950591,25,2024
"Oncorhynchus clarkii",-123.130071,45.950223,25,2024
"Oncorhynchus clarkii",-123.128849,45.95069,25,2024
"Oncorhynchus clarkii",-122.2808,49.074536,53,2024
"Oncorhynchus clarkii",-122.669489,49.267235,29,2024
"Oncorhynchus clarkii",-122.481078,47.477642,4,2024
"Oncorhynchus clarkii",-126.122579,52.391357,696,2024
"Oncorhynchus clarkii",-124.240347,48.887287,5,2024
"Oncorhynchus clarkii",-126.401481,49.474681,5,2024
"Oncorhynchus clarkii",-122.568891,43.97454,1431,2024
"Oncorhynchus clarkii",-124.061556,41.402286,NA,2024
"Oncorhynchus clarkii",-125.025341,49.687453,8,2024
"Oncorhynchus clarkii",-121.76547,49.316091,NA,2024
"Oncorhynchus clarkii",-124.110817,44.172112,25,2024
"Oncorhynchus clarkii",-124.110363,44.171922,25,2024
"Oncorhynchus clarkii",-124.112429,44.172436,25,2024
"Oncorhynchus clarkii",-124.111327,44.172188,25,2024
"Oncorhynchus clarkii",-124.111654,44.172108,25,2024
"Oncorhynchus clarkii",-123.930917,43.482362,13,2024
"Oncorhynchus clarkii",-123.930717,43.482283,4,2024
"Oncorhynchus clarkii",-123.93083,43.482128,9,2024
"Oncorhynchus clarkii",-124.119597,44.13385,25,2024
"Oncorhynchus clarkii",-123.96702,49.732422,5,2024
"Oncorhynchus clarkii",-124.119712,44.133724,25,2024
"Oncorhynchus clarkii",-124.119597,44.133879,25,2024
"Oncorhynchus clarkii",-123.064648,46.924367,201,2024
"Oncorhynchus clarkii",-124.404668,42.27789,61,2024
"Oncorhynchus clarkii",-124.119723,44.133716,25,2024
"Oncorhynchus clarkii",-124.119693,44.133719,25,2024
"Oncorhynchus clarkii",-124.11959,44.133895,25,2024
"Oncorhynchus clarkii",-124.11967,44.133765,25,2024
"Oncorhynchus clarkii",-124.119772,44.133663,25,2024
"Oncorhynchus clarkii",-124.119843,44.133624,25,2024
"Oncorhynchus clarkii",-124.119698,44.133724,25,2024
"Oncorhynchus clarkii",-123.971267,49.169557,190,2024
"Oncorhynchus clarkii",-126.159986,49.868074,1091,2024
"Oncorhynchus clarkii",-123.063695,46.924857,NA,2024
"Oncorhynchus clarkii",-124.11984,44.133621,25,2024
"Oncorhynchus clarkii",-124.110663,44.172075,25,2024
"Oncorhynchus clarkii",-125.022194,48.854831,55,2024
"Oncorhynchus clarkii",-126.476258,50.726519,2762,2024
"Oncorhynchus clarkii",-123.490417,44.325763,19,2024
"Oncorhynchus clarkii",-125.031198,48.841318,2623,2024
"Oncorhynchus clarkii",-125.567414,49.692311,4,2024
"Oncorhynchus clarkii",-124.001342,43.441747,25,2024
"Oncorhynchus clarkii",-124.00139,43.441844,25,2024
"Oncorhynchus clarkii",-121.764838,45.942537,78,2024
"Oncorhynchus clarkii",-124.00143,43.44159,25,2024
"Oncorhynchus clarkii",-122.322312,47.729254,238,2024
"Oncorhynchus clarkii",-123.259826,49.375651,10,2024
"Oncorhynchus clarkii",-122.397553,47.664722,20,2024
"Oncorhynchus clarkii",-123.258765,49.375904,10,2024
"Oncorhynchus clarkii",-124.001319,43.441088,20,2024
"Oncorhynchus clarkii",-135.335751,57.055536,357,2024
"Oncorhynchus clarkii",-124.001405,43.44189,25,2024
"Oncorhynchus clarkii",-124.00135,43.441758,25,2024
"Oncorhynchus clarkii",-122.0785,45.546908,6,2024
"Oncorhynchus clarkii",-125.293669,50.037733,NA,2024
"Oncorhynchus clarkii",-124.00137,43.441744,25,2024
"Oncorhynchus clarkii",-122.397678,47.664709,21,2024
"Oncorhynchus clarkii",-123.832756,44.399667,5,2024
"Oncorhynchus clarkii",-123.974828,41.731407,15,2024
"Oncorhynchus clarkii",-122.397187,47.664742,82,2024
"Oncorhynchus clarkii",-123.260064,49.375751,10,2024
"Oncorhynchus clarkii",-123.259818,49.37572,10,2024
"Oncorhynchus clarkii",-123.258779,49.375893,10,2024
"Oncorhynchus clarkii",-123.258754,49.375883,10,2024
"Oncorhynchus clarkii",-123.259475,49.375663,10,2024
"Oncorhynchus clarkii",-123.258825,49.375786,10,2024
"Oncorhynchus clarkii",-123.536475,48.897533,4,2024
"Oncorhynchus clarkii",-123.892469,43.989688,25,2024
"Oncorhynchus clarkii",-123.893268,43.989672,25,2024
"Oncorhynchus clarkii",-123.183031,49.370085,19,2024
"Oncorhynchus clarkii",-123.892837,43.98982,25,2024
"Oncorhynchus clarkii",-121.589745,45.501362,8,2024
"Oncorhynchus clarkii",-121.589767,45.501338,2,2024
"Oncorhynchus clarkii",-123.892365,43.989646,25,2024
